  0.0000000000e+00   2.6714332596e+00
  4.8828125000e-04   2.2857998939e+00
  9.7656250000e-04   6.2076494348e-01
  1.4648437500e-03  -5.9664930297e-01
  1.9531250000e-03  -4.7960162631e-01
  2.4414062500e-03   1.3765233147e-01
  2.9296875000e-03  -4.5994845040e-02
  3.4179687500e-03  -1.1458952167e+00
  3.9062500000e-03  -2.0463602175e+00
  4.3945312500e-03  -1.6785649450e+00
  4.8828125000e-03   1.6552045894e-02
  5.3710937500e-03   2.1257546369e+00
  5.8593750000e-03   3.3346990776e+00
  6.3476562500e-03   2.6665956072e+00
  6.8359375000e-03   2.5081166614e-01
  7.3242187500e-03  -2.4724666319e+00
  7.8125000000e-03  -3.6767010492e+00
  8.3007812500e-03  -2.5984428207e+00
  8.7890625000e-03  -1.1873182814e-01
  9.2773437500e-03   2.0425540365e+00
  9.7656250000e-03   2.6357244698e+00
  1.0253906250e-02   1.6030502670e+00
  1.0742187500e-02  -7.6363415883e-02
  1.1230468750e-02  -1.1363844571e+00
  1.1718750000e-02  -9.4362326731e-01
  1.2207031250e-02   1.4994151459e-02
  1.2695312500e-02   5.9053525294e-01
  1.3183593750e-02   8.2062645396e-02
  1.3671875000e-02  -1.0690108585e+00
  1.4160156250e-02  -1.6967638712e+00
  1.4648437500e-02  -9.8343019040e-01
  1.5136718750e-02   8.1626824274e-01
  1.5625000000e-02   2.5150904224e+00
  1.6113281250e-02   2.8104554502e+00
  1.6601562500e-02   1.2495655311e+00
  1.7089843750e-02  -1.2988013482e+00
  1.7578125000e-02  -3.1420045092e+00
  1.8066406250e-02  -3.0054911210e+00
  1.8554687500e-02  -1.0241546283e+00
  1.9042968750e-02   1.3902748621e+00
  1.9531250000e-02   2.6531554914e+00
  2.0019531250e-02   2.1222962956e+00
  2.0507812500e-02   4.2568406700e-01
  2.0996093750e-02  -1.0995821111e+00
  2.1484375000e-02  -1.4129396185e+00
  2.1972656250e-02  -5.3493741714e-01
  2.2460937500e-02   5.2514196613e-01
  2.2949218750e-02   6.8579763696e-01
  2.3437500000e-02  -2.2106587248e-01
  2.3925781250e-02  -1.3039489479e+00
  2.4414062500e-02  -1.4235271661e+00
  2.4902343750e-02  -2.0188758590e-01
  2.5390625000e-02   1.6132460391e+00
  2.5878906250e-02   2.6655642103e+00
  2.6367187500e-02   1.9968495603e+00
  2.6855468750e-02  -1.5628010292e-01
  2.7343750000e-02  -2.4048113141e+00
  2.7832031250e-02  -3.1774691344e+00
  2.8320312500e-02  -1.9193377102e+00
  2.8808593750e-02   4.7614349980e-01
  2.9296875000e-02   2.3647226257e+00
  2.9785156250e-02   2.5710945482e+00
  3.0273437500e-02   1.1703971715e+00
  3.0761718750e-02  -6.7476634325e-01
  3.1250000000e-02  -1.6246475849e+00
  3.1738281250e-02  -1.1571935110e+00
  3.2226562500e-02   8.0613768848e-02
  3.2714843750e-02   8.6755359808e-01
  3.3203125000e-02   4.8430542605e-01
  3.3691406250e-02  -6.6374278641e-01
  3.4179687500e-02  -1.4263363150e+00
  3.4667968750e-02  -9.2832674469e-01
